organisation_id,survey_data_id,ecd_name,center_type_name,center_active,name_of_contact_person,phone_number_contact_person,group_village_head,district,ecd_code,cbcc_code,name_data_collector,date_data_collection,parliamentary_constituency,village,traditional_authority,name_nearest_town_trading_center,latitude,longitude,global_positioning_system_eastings,global_positioning_system_northings,non_governmental_organisation_supporting_ecd,community_based_organisation_supporting_ecd,caregivers_male,caregivers_female,caregivers_total,trained_caregivers_male,trained_caregivers_female,trained_caregivers_total,untrained_caregivers_male,untrained_caregivers_female,untrained_caregivers_total,dropped_care_givers_3_years_male,dropped_care_givers_3_years_female,dropped_care_givers_3_years_total,parent_committee_members_male,parent_committee_members_female,parent_committee_members_total,dropped_trained_caregivers_3_years_male,dropped_trained_caregivers_3_years_female,dropped_trained_caregivers_3_years_total,registered_male,registered_female,registered_total,attendance_visit_day_male,attendance_visit_day_female,attendance_visit_day_total,transition_primary_school_male,transition_primary_school_female,transition_primary_school_total,orphan_male,orphan_female,orphan_total,special_needs_male,special_needs_female,special_needs_total,ecd_structure,structure_type_name,class_room_number,has_toilet,toilet_number,toilet_child_friendly,has_water_supply,water_source_type_name,distance_to_water_source_meters,has_garden,garden_size_acres,irrigable_dimba_land,irrigable_dimba_land_size_acres,has_feeding_program,has_kitchen,has_store_room,has_outdoor_materials,has_eating_utensils,distance_nearest_health_primary_school,primary_school_name,distance_nearest_health_facility_kilometers,health_facility_name,observation,logs,ta
87,1139,AGAPE PVT,,,CG,111606194,Mussa Magasa,Blantyre,,30555014,Gift Ayami,22-Oct-13,,Chilomoni,Blantyre City,Chilomoni,-15.763883,34.976963,711801,8256189,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,9,8,17,7,5,12,0,0,0,0,0,0,0,0,0,0,Permanent,1,1,1,1,1,Tap,20,0,,0,,0,0,0,0,0,1,,1,,,Chilomoni Ward,
87,1143,MICHIRU CCAP PVT,,,CG,884223982,Mussa Mugasa,Blantyre,,30555018,T. Limbani,12-Jun-13,,Chilomoni,Blantyre City,Chilomoni Centre,-15.778098,34.978712,711973,8254614,,,0,2,2,0,1,1,0,1,1,0,0,0,3,5,8,1,0,1,8,8,16,6,6,12,0,0,0,0,0,0,0,0,0,0,Permanent,1,1,4,1,1,Tap,4,0,,0,,0,0,0,1,0,0.5,,3,,,Chilomoni Ward,
87,1587,MCKALLIES CBCC,,,CG,999193945,Mussa Mugasa,Blantyre,,30533026,Gift Ayami,17-Oct-13,,Mdala,Blantyre City,Chilimba,-15.735456,34.99759,714041,8259314,,,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,15,16,31,0,0,0,2,2,4,1,1,2,0,Permanent,1,1,1,1,1,Tap,10,0,,0,,1,1,0,0,0,1,,4,,,Chilomoni Ward,
87,1477,KUUNIKA FOUNDATION CBCC,,,CG,888547891,Mussa Mugasa,Blantyre,,30539014,Gift Ayami,17-Oct-13,,Suya,Blantyre City,Chilimba,-15.739647,34.995345,713796,8258852,,,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,48,68,15,8,23,0,0,0,0,0,0,0,0,0,0,Permanent,1,1,3,1,1,Borehole,20,0,,0,,1,1,0,0,0,0.4,,5,,,Michiru Ward,
87,1586,FATIMA 2 PVT,,,CG,884164724,Mussa Mugasa,Blantyre,,30533025,Gift Ayami,17-Oct-13,,Suya,Blantyre City,Chilimba,-15.735432,34.997595,714042,8259317,,,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,10,30,40,9,27,36,0,0,0,0,0,0,0,0,0,0,Permanent,1,1,1,1,1,Borehole,100,0,,0,,0,1,0,0,0,1,,3,,,Likhubula Ward,
87,1182,EMMANUEL NURSERY SCHOOL,,,CG,999588303,Mussa Mugasa,Blantyre,,30501020,Gift Ayami,19-Nov-13,,Mwachande,Blantyre City,Chilimba,-15.83361,35.004716,714701,8248444,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,27,29,56,23,24,47,0,0,0,0,0,0,0,0,0,0,Permanent,1,1,2,1,1,Borehole,15,0,,0,,0,0,0,1,0,1,,1,,,Michiru Ward,
87,1585,EMITO PVT,,,CG,888635505,Mussa Mugasa,Blantyre,,30533024,Gift Ayami,18-Oct-13,,Suya,Machinjiri,Chilimba,-15.742696,35.011492,715523,8258499,,,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,15,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,Permanent,1,1,2,1,1,Tap,10,0,,0,,0,0,0,1,0,0.5,,1.5,,,,
87,1498,DECLIWE PVT,,,CG,88171919,Mussa Mugasa,Blantyre,,30539035,Maladeni Kachikowa,07-Oct-13,,Mussa Mugasa,Blantyre City,Near Kabula Police,-15.774137,34.999404,714195,8255031,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,3,4,7,3,1,4,0,0,0,0,0,0,0,Permanent,1,1,1,1,1,Borehole,700,0,,0,,0,0,0,0,0,,,,,The structure is very poor,Michiru Ward,
87,1582,ADONAI JUNIOR PVT,,,CG,999933200,Mussa Mugasa,Blantyre,,30533021,Gift Ayami,22-Oct-13,,Chilomoni,Blantyre City,Chilomoni,-15.743026,35.010426,715409,8258463,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,Temporary,1,0,,0,1,Tap,5,0,,0,,0,0,0,0,0,1,,1,,,Likhubula Ward,
87,1653,MWAIWAWO CBCC,,,,,Mwangala,Blantyre,,30508008,J. Manyumba,30-May-13,,Jana,Blantyre City,Chadzunda,-15.911913,34.969021,710796,8239814,,Peace In God,2,3,5,0,0,0,2,3,5,1,4,5,2,8,10,0,0,0,20,23,43,8,11,19,3,12,15,4,6,10,0,0,0,0,Semi Permanent,1,0,,0,1,Borehole,100,1,0.5,0,,1,0,0,0,1,0.1,,15,,,Michiru Ward,
87,1647,UMODZI CBCC,,,CG,884325734,Mwangata,Blantyre,,30508002,J. Manyumba,31-May-13,,Juma,Somba,Chazunda,-15.923612,34.947229,708450,8238542,Bongo,Umodzi Craft Organization,3,5,8,3,5,8,0,0,0,0,0,0,2,8,10,0,0,0,44,40,84,36,31,67,12,5,17,3,2,5,1,2,3,0,Permanent,2,1,2,1,1,Borehole,500,1,0.5,1,0.25,0,1,1,1,1,2,,10,,,,
87,1689,NANSEMBE CBCC,,,CG,882905157,Mwangata,Blantyre,,30508044,Stonard Jere,27-Jun-13,,Kumbendera,Somba,Chadzunda,-15.945113,34.943497,708028,8236166,,Peace in God,4,3,7,0,0,0,4,3,7,1,2,3,4,6,10,0,0,0,31,34,65,19,28,47,6,7,13,13,17,30,0,0,0,0,,,1,1,1,1,Borehole,100,1,0.5,1,0.5,1,0,0,0,1,0.5,,5,,the centre needs to be supported,,
87,1652,MTIMAWINE CBCC,,,CG,888256069,Mwangata,Blantyre,,30508007,J. Manyumba,30-May-13,,Talemba,Somba,Chadzunda,-15.909519,34.982603,712253,8240066,Save The Children,Peace In God,1,10,11,1,6,7,0,4,4,1,3,4,4,6,10,3,1,4,36,39,75,26,30,56,11,16,27,5,9,14,0,1,1,0,Permanent,1,1,1,1,1,Borehole,500,1,1,1,0.5,1,0,0,1,1,2.5,,8,,,,
87,1275,MLAMBE CBCC,,,CG,995638467,Mwangata,Blantyre,,30506004,Stonard Jere,29-Jul-13,,Chunga,Somba,Chadzunda,-15.773204,34.957881,709746,8255176,,Matondoko,1,9,10,0,0,0,1,9,10,7,9,16,5,5,10,1,2,3,31,37,68,10,15,25,7,5,12,5,7,12,2,1,3,0,Semi Permanent,1,1,1,1,1,Borehole,100,1,0.5,0,,1,0,0,0,1,3,,10,,,,
87,1655,MCHENGA UMODZI CBCC,,,CG,996655251,Mwangata,Blantyre,,30508010,J. Manyumba,30-May-13,,Mbande,Somba,Chadzunda,-15.934338,34.963069,710135,8237339,,Peace in God,2,3,5,0,0,0,2,3,5,0,3,3,3,7,10,0,0,0,40,47,87,25,30,55,5,10,15,10,20,30,0,0,0,0,,,1,1,0,1,Borehole,100,1,0.5,1,0.24,0,0,0,0,1,0.5,,2,,,,
87,1678,MATONDO CBCC,,,CG,88112599,Mwangata,Blantyre,,30508033,Stonard Jere,27-Jun-13,,Njowe,Somba,Chadzunda,-15.911563,34.939073,707589,8239883,,Matondoko,1,5,6,0,0,0,1,5,6,5,5,10,5,5,10,3,0,3,38,40,78,23,30,53,14,13,27,5,12,17,1,1,2,0,Temporary,1,1,1,1,1,Borehole,0,0,,0,,1,0,0,0,1,1,,1.5,,,,
87,1706,LONJEZO CBCC,,,CG,881917707,Mwangata,Blantyre,,30508061,Stonard Jere,26-Jun-13,,Njowe 2,Somba,Chadzunda,-15.921694,34.942707,707968,8238758,,Matondoko,1,4,5,0,0,0,1,4,5,0,3,3,4,6,10,3,1,4,8,14,22,6,12,18,4,3,7,6,7,13,0,0,0,0,Semi Permanent,1,1,1,1,1,Borehole,1000,1,0.5,0,,1,1,1,0,1,0.5,,15,,The centre need support and training for caregivers,,
87,1588,GRACE OF GOD PVT,,,CG,888586043,Mwangata,Blantyre,,30533027,Elizabeth R. Mgodi,11-Oct-13,,Kambalame,Somba,Chadzunda,-15.746931,35.019764,716406,8258021,,,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,13,12,25,10,12,22,1,0,1,0,0,0,0,0,0,0,Permanent,1,0,,0,0,,,0,,0,,0,0,0,0,0,1,,1.5,,The place is 0t good for children,,
87,1654,GOOD GOD CBCC,,,CG,881875906,Mwangata,Blantyre,,30508009,J . Manyumba,30-May-13,,Chikoja,Blantyre City,Chadzunda,-15.911424,34.963997,710258,8239874,,,3,4,7,,,,3,4,7,3,,,5,5,10,,,,15,22,37,4,4,8,5,10,15,2,6,8,,,,0,,,1,1,1,1,Borehole,150,1,0.5,1,0.25,1,0,0,0,1,1.5,,15,,,Michiru Ward,
87,1646,DIVENE DESTINE NURSERY,,,CG,882641770,Mwangata,Blantyre,,30508001,J. Manyumba,31-May-13,,Binali,Somba,Chazunda,-15.923184,34.939165,707587,8238597,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,15,27,11,15,26,0,0,0,0,0,0,0,0,0,0,,,0,,0,1,Borehole,300,0,,0,,0,0,0,0,0,1,,15,,,,
87,1460,SATEMWA CBCC,,,CG,881527747,Mzigala,Blantyre,,30504011,George Phiri,13-Sep-13,,Chikira,Kunthembwe,Zalewa,-15.584758,34.754557,688130,8276221,ILARD,Mwanje,0,2,2,0,0,0,0,2,2,0,0,0,2,8,10,0,0,0,13,37,50,13,37,50,7,3,10,1,2,3,0,0,0,0,Permanent,1,0,,0,1,Borehole,65,1,0.5,0,,0,0,0,0,1,1,,16,,There is need for support and encouragement,,
87,1454,MZIGALA CBCC,,,CG,884453347,Mzigala,Blantyre,,30504005,George Phiri,13-Sep-13,,Mzigala,Kunthembwe,Zalewa,-15.564197,34.791551,692117,8278463,Bridge 2 Project,Mwanje,0,2,2,0,0,0,0,2,2,0,1,1,5,5,10,1,0,1,10,15,25,15,18,33,3,5,8,3,3,6,0,1,1,0,Permanent,2,0,,0,1,Borehole,60,1,1,0,,1,0,0,0,0,1.5,,7,,They need support the peoplr are very commited,,
87,1333,TIKONDANE CBCC,,,CG,999153461,Nanthoka,Blantyre,,30506062,Frad Banda,16-Aug-13,,Chilembwe,Machinjiri,Nanjiri,-15.812943,34.978008,711862,8250758,,Tikondane,0,2,2,0,0,0,0,2,2,0,5,5,4,6,10,0,0,0,40,49,89,15,13,28,12,17,29,9,5,14,3,0,3,0,Temporary,1,1,1,1,1,Borehole,100,0,,0,,1,0,0,1,1,0.5,,10,,,,
87,1085,CHISOMO CBCC,,,CG,8810580369,Nanthoka,Blantyre,,30542011,Fred Banda,19-Sep-13,,Kazembe,Machinjiri,Mkolokoti,-15.788587,35.004874,714766,8253427,,Nangafuwe,0,2,2,0,0,0,0,2,2,0,0,0,6,2,8,0,0,0,22,23,45,18,20,38,6,4,10,12,8,20,0,0,0,0,Permanent,2,1,2,1,1,Tap,100,0,,0,,0,0,0,0,0,1,,2,,,,
87,1566,CHARITY FOUNDATION,,,CG,881906901,Nanthoka,Blantyre,,30533005,George Phiri,28-May-14,,Gomondo,Blantyre City,Mkwate/ Madulira,-15.77308,35.081613,723006,8255063,,,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,16,15,31,13,16,29,6,3,9,2,2,4,2,0,2,0,Permanent,1,1,1,0,1,Tap,100,0,,0,,1,1,1,1,1,1,,1.5,,0 e0ugh space for children to play,Blantyre Central Ward,
87,1604,AMAZON PVT SCHOOL,,,CG,992246097,Nanthola,Blantyre,,30533043,George Phiri,28-May-14,,Nkung'unda,Blantyre City,Khama,-15.766897,35.077316,722552,8255752,,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,13,18,2,4,6,0,0,0,0,0,0,0,0,0,0,Permanent,1,0,,0,1,Tap,30,0,,0,,0,0,0,0,0,1,,1.8,,0t suitable for children as there is 0 toilet,Mapanga Ward,
87,1421,NGONGOMWA CBCC,,,CG,882666430,Nkata,Blantyre,,30506150,Andrew Kamba,07-Sep-13,,Gopani,Blantyre City,Chileka,-15.690248,34.975685,711740,8264339,,Kachere,0,6,6,0,0,0,0,6,6,0,0,0,4,6,10,0,0,0,15,11,26,11,9,20,0,0,0,6,4,10,0,0,0,0,Permanent,1,1,2,1,1,Borehole,150,0,,0,,0,1,0,0,0,0.4,,0.7,,,Nkolokoti Ward,
87,1420,MALOLA CBCC,,,CG,995137142,Nkata,Blantyre,,30506149,Andrew Kamba,07-Sep-13,,Malola,Kuntaja,Chileka,-15.69077,34.965293,710625,8264292,,Kachere,1,3,4,0,0,0,1,3,4,0,0,0,3,7,10,0,0,0,17,16,33,10,15,25,3,1,4,3,5,8,0,0,0,0,,,0,,0,1,Borehole,300,0,,0,,0,0,0,0,0,1,,0.5,,Children Learn under a tree,,
87,1417,KATONDO CBCC,,,CG,996373042,Nkata,Blantyre,,30506146,Andrew Kamba,07-Sep-13,,Temani,Kuntaja,Chileka,-15.661875,34.955476,709602,8267499,DAPP,Kachere,0,2,2,0,0,0,0,2,2,0,8,8,2,7,9,0,0,0,9,11,20,6,7,13,2,3,5,0,1,1,0,1,1,0,Temporary,1,0,,0,1,Borehole,50,1,1,1,1,0,0,0,0,0,,,,,,,
87,1489,KACHERE CBCC,,,CG,888370813,Nkata,Blantyre,,30539026,Andrew Kamba,10-Oct-13,,Nkata,Kuntaja,Chileka,-15.768778,34.998723,714127,8255625,Goal Malawi,Kachere,2,4,6,0,0,0,2,4,6,0,0,0,5,5,10,0,0,0,30,49,79,25,20,45,20,10,30,20,15,35,0,0,0,0,Permanent,2,1,2,0,1,Borehole,20,1,1,1,1,0,0,0,0,1,0.5,,1.2,,,,
87,1548,MONEKERA CBCC,,,CG,992911508,Nsambuzi,Blantyre,,30507004,J. Manyumba,18-Jun-13,,Chimakowa,Blantyre City,Lunzu,-15.650178,35.076003,722539,8268671,Sister Annah Foundation,Umodzi Craft Organization,0,2,2,0,0,0,0,2,2,0,0,0,4,6,10,0,0,0,25,27,52,12,16,28,6,4,10,3,3,6,0,0,0,0,Permanent,2,1,1,1,1,Borehole,30,0,,0,,1,1,1,0,0,0.5,,3,,,Likhubula Ward,
87,1515,TAYAMBA CBCC,,,CG,999217482,Nsomba,Blantyre,,30502007,J. Manyumba,05-Jun-13,,Steward,Lundu,Lirangwe,-15.468452,35.018854,716600,8288841,,Tikondane,2,3,5,0,0,0,2,3,5,1,2,3,1,9,10,2,1,3,45,52,97,30,38,68,9,8,17,13,17,30,0,0,0,0,Permanent,2,1,4,1,1,Borehole,100,1,0.5,0,,1,1,1,1,1,3,,5,,UNICEF is constructing anew block,,
87,1424,FERNANDEZ CBCC,,,CG,884064295,Ntidza,Blantyre,,30506153,Andrew Kamba,06-Sep-13,,Mulima,Kuntaja,Chileka,-15.740768,34.920491,705772,8258803,AQVAID LIFELINE,Khombwe,0,3,3,0,2,2,0,1,1,0,0,0,5,5,10,0,0,0,46,77,123,30,28,58,4,21,25,7,8,15,2,0,2,0,Permanent,1,1,3,0,1,Borehole,50,1,3.5,1,0.25,1,1,1,0,0,0.5,,5,,,,
87,1426,MBENDERA CBCC,,,CG,881067234,Ntiza,Blantyre,,30506155,Andrew Kamba,06-Sep-13,,Chilaka,Kuntaja,Chileka,-15.712979,34.921804,705940,8261877,Stepha0,Khombwe,2,0,2,0,0,0,2,0,2,0,0,0,6,4,10,0,0,0,12,16,28,12,6,18,7,9,16,0,0,0,1,0,1,0,Temporary,1,0,,0,1,Borehole,400,1,1,0,,0,0,0,0,0,4,,5,,,,
87,1341,WATIPA PVT,,,CG,0993962452/0999422107,Pensulo,Blantyre,,30506070,T. Limbani,12-Jun-13,,Anderson,Kuntaja,Sigerege,-15.782834,34.966907,710703,8254102,Beehive,,0,2,2,0,1,1,0,1,1,0,0,0,0,10,10,0,0,0,26,38,64,22,32,54,16,8,24,0,0,0,1,0,1,0,Permanent,2,1,1,1,1,Tap,25,0,,0,,0,1,1,0,0,0.1,,0.5,,The building is too small for 64 kids,,
87,1323,PARADOX PVT,,,CG,881102689,Pensulo,Blantyre,,30506052,Lovemore Benito,20-Aug-13,,Kausiwa,Kuntaja,Manyowe,-15.808453,34.982821,712382,8251250,,,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,1,0,1,10,9,19,0,0,0,0,0,0,0,0,0,0,1,1,0,Semi Permanent,1,1,2,1,1,Tap,50,0,,0,,0,0,0,0,0,1,,5,,,,
87,1476,MAU CHRISTIAN PVT,,,CG,888025095,Pensulo,Blantyre,,30539013,Gift Ayami,17-Oct-13,,Chibwana,Kuntaja,Chilomoni,-15.745833,34.988627,713069,8258175,,,0,2,2,0,0,0,0,2,2,0,0,0,5,5,10,0,0,0,11,9,20,10,8,18,0,0,0,0,1,1,0,1,1,0,Permanent,1,1,2,0,1,Tap,30,0,,0,,0,0,0,0,0,,,,,,,
87,1140,ATAMANDIKE PVT,,,CG,993110720,Pensulo,Blantyre,,30555015,Gift Ayami,17-Oct-13,,Chibwana,Blantyre City,Chilomoni Mulunguzi,-15.752881,34.981844,712335,8257401,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,18,7,25,18,7,25,0,0,0,0,0,0,1,0,1,0,,,0,,0,1,Tap,12,0,,0,,0,0,0,0,0,1,,2,,,Likhubula Ward,
87,1557,YANKHO PVT,,,CG,995937315,Pensulo,Blantyre,,30507013,Lovemore Benito,10-Sep-13,,Chibwana Minda0,Blantyre City,Limbe,-15.698153,35.092572,724263,8263344,,,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,84,102,186,78,99,177,28,22,50,15,27,42,69,75,144,0,Temporary,4,1,2,0,1,Borehole,200,0,,0,,1,1,0,1,1,,,6,,,Chilomoni Ward,
87,1338,YANKHO CBCC,,,CG,995937315,Pensulo,Blantyre,,30506067,Lovemore Benito,15-Aug-13,,Padoko,Kuntaja,Sigerege,-15.802945,34.928974,706618,8251914,Joshua Trust,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,5,14,19,0,0,0,1,0,1,0,0,0,0,Temporary,1,1,1,1,1,Borehole,5,0,,0,,0,0,0,0,0,0.2,,4,,,,
87,1342,SIGEREGE CBCC,,,995311399,CG,Pensulo,Blantyre,,30506071,T.Limbani,12-Jun-13,,Anderson,Kuntaja,Kuntaja,-15.782579,34.96557,710560,8254131,Mary Meals,,0,7,7,0,7,7,0,0,0,0,0,0,4,6,10,0,0,0,74,51,125,29,41,70,8,14,22,9,8,17,0,0,0,0,Permanent,3,1,1,1,1,Tap,10,0,,0,,0,1,1,1,1,1,,6,,The school does 0t have play materials,,
87,1337,OCEAN OF WISDOM,,,CG,888409237,Pensulo,Blantyre,,30506066,Lovemore Benito,15-Aug-13,,Anderson,Kuntaja,Sigerege,-15.795153,34.96006,709957,8252745,,,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,9,11,20,9,10,19,2,4,6,0,0,0,0,0,0,0,Semi Permanent,1,1,2,1,1,Tap,25,0,,0,,0,0,0,0,0,,,,,,,
87,1344,MKANAMWA0 CBCC,,,CG,995934081,Pensulo,Blantyre,,30506073,T. Limbani,12-Jun-13,,Anderson,Kuntaja,Khola,-15.789836,34.96281,710257,8253331,Joshua Trust,Mkanamwa0,0,26,26,0,16,16,0,10,10,0,0,0,0,0,0,0,0,0,23,42,65,21,30,51,2,3,5,7,5,12,1,1,2,0,Permanent,2,1,1,1,1,Tap,34,0,,0,,1,1,1,0,1,3,,6,,There is need for the CBCC to have I'ts own water supply and out door material,,
87,1343,MIRACLE PVT,,,CG,999277311,Pensulo,Blantyre,,30506072,T. Limbani,12-Jun-13,,Anderson,Kuntaja,Sigerege,-15.786944,34.965407,710538,8253648,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,13,30,12,14,26,0,0,0,0,0,0,0,0,0,0,Permanent,1,0,,0,1,Tap,30,0,,0,,0,1,1,0,0,3,,7,,The school needs to have good toilets,,
87,1331,MILO  CBCC,,,Felix Likwangulo,991765783,Pensulo,Blantyre,,30506060,Lovemore Benito,16-Aug-13,,Pensulo,Kuntaja,Manyowe,-15.805459,34.969463,710954,8251595,Joshua Trust,,0,2,2,0,2,2,0,0,0,0,0,0,2,8,10,0,0,0,10,13,23,4,5,9,1,3,4,2,2,4,0,0,0,0,Permanent,1,1,2,1,1,Borehole,15,0,,0,,1,1,1,1,1,0.5,,1.5,,,,
87,1722,MANYOWE HEAVEN OF REST,,,Jones Chabwera,993645808,Pensulo,Blantyre,,30508077,Lovemore Benito,16-Aug-13,,Maliro,Kuntaja,Manyowe,-15.820709,34.970392,711037,8249907,Mobilized youth empowerment,,0,2,2,0,0,0,0,2,2,0,0,0,2,8,10,0,0,0,13,37,50,13,37,50,7,3,10,1,2,3,0,0,0,0,Permanent,1,1,3,1,1,Borehole,15,0,,0,,1,0,0,1,0,3,,3,,,,
87,1326,KAMWIRI PVT,,,Sanva Lufeyo,999924803,Pensulo,Blantyre,,30506055,Lovemore Benito,19-Aug-13,,Kausiwa,Kuntaja,Manyowe,-15.814395,34.975823,711626,8250600,,,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,1,0,1,11,9,20,0,0,0,4,2,6,0,0,0,1,2,3,0,Temporary,2,1,1,1,1,Borehole,200,0,,0,,0,0,0,0,0,1.5,,2.5,,,,
87,1203,TAKONDWA CBCC,,,CG,881137180,Roben Nsambuzi,Blantyre,,30501041,,17-Jun-13,,Chitungu,Kapeni,Lunzu,-15.606617,35.054072,720233,8273515,Sister Annah Foundation,Umodzi Craft Organization,0,4,4,0,0,0,0,4,4,0,0,0,4,6,10,0,0,0,28,34,62,22,24,46,6,6,12,6,10,16,0,1,1,0,Permanent,2,1,2,1,1,Borehole,20,0,,0,,0,0,0,1,0,1,,8,,,,
87,1199,TIYAMIKE CBCC,,,CG,993221332,Sambuzi,Blantyre,,30501037,J.M anyumba,18-Jun-13,,Msambuzi,Kapeni,Lunzu,-15.614701,35.061767,721050,8272612,Sister Annah Foundation,Umodzi Craft Organization,0,4,4,0,0,0,0,4,4,0,0,0,5,5,10,0,0,0,27,40,67,10,18,28,3,5,8,0,0,0,0,0,0,0,Permanent,2,1,2,0,1,Borehole,50,1,1,1,0.5,0,0,0,1,0,,,,,,,
87,1202,TIKONDANE CBCC,,,CG,881382160,Sambuzi,Blantyre,,30501040,J.Manyumba,17-Jun-13,,Mazale 2,Kapeni,Lunzu,-15.62918,35.036963,718374,8271035,Sister Annah Foundation,Umodzi Craft Organization,0,2,2,0,1,1,0,1,1,0,0,0,5,5,10,0,0,0,30,20,50,20,15,35,5,5,10,2,1,3,1,0,1,0,Permanent,2,1,2,1,1,Borehole,100,1,0.5,0,,1,1,1,0,0,1,,4,,,,
87,1405,MATHITHI CBCC,,,CG,994784978,Solomon,Blantyre,,30506134,Bridget Mpata,09-Sep-13,,Chiwaya,Kuntaja,Chileka,-15.678658,34.951653,709175,8265646,DAPP,,0,4,4,0,0,0,0,4,4,0,2,2,5,5,10,0,0,0,10,22,32,10,22,32,1,3,4,3,2,5,0,1,1,0,Temporary,1,1,1,1,1,Borehole,300,1,2,1,0.25,0,1,1,0,0,1,,1,,,,
87,1529,UMODZI CBCC,,,CG,999003758,Somba,Blantyre,,30502021,J. Manyumba,05-Jun-13,,Somola,Lundu,Lirangwe,-15.531078,35.025659,717265,8281904,,Tikondane,1,4,5,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,30,30,60,15,12,27,0,0,0,1,3,4,0,0,0,0,Permanent,1,1,1,1,1,Borehole,100,1,,0,,1,0,0,0,1,0.5,,,,,,
87,1530,TIKONDANE CBCC,,,CG,999003758,Somba,Blantyre,,30502022,J. Manyumba,05-Jun-13,,Masanjala,Lundu,Lirangwe,-15.530462,35.029384,717666,8281968,,Tikondane,1,4,5,0,0,0,1,3,4,0,0,0,2,8,10,1,0,1,24,50,74,23,27,50,12,15,27,11,14,25,1,1,2,0,Permanent,1,1,2,1,1,Borehole,15,1,,0,,1,0,0,1,1,0.5,,0.2,,,,
87,1532,TALANDIRA CBCC,,,CG,999003758,Somba,Blantyre,,30502024,J. Manyumba,05-Jun-13,,Tepeka,Lundu,Lirangwe,-15.528615,35.035123,718283,8282167,,Tikondane,0,5,5,0,2,2,0,3,3,0,0,0,6,4,10,0,0,0,39,30,69,20,25,45,11,10,21,7,7,14,0,0,0,0,Permanent,2,1,1,1,1,Borehole,50,1,,0,,1,1,1,0,1,1.5,,0.8,,APPM through UNICEF is constructing a centre,,
87,1527,NGONAWAMBA CBCC,,,CG,999003758,Somba,Blantyre,,30502019,J. Manyumba,05-Jun-13,,Solomoni,Lundu,Lirangwe,-15.502355,35.037398,718555,8285071,,Tikondane,1,4,5,1,1,2,0,3,3,0,3,3,5,5,10,0,0,0,30,32,62,15,20,35,15,20,35,4,3,7,0,0,0,0,Permanent,3,1,2,1,1,Borehole,20,1,,0,,1,1,1,0,1,2,,3,,,,
87,1531,NANJERE CBCC,,,CG,994375432,Somba,Blantyre,,30502023,J. Manyumba,05-Jun-13,,Shakira,Lundu,Lirangwe,-15.539653,35.033969,718148,8280946,,Tikondane,0,2,2,0,0,0,0,2,2,0,0,0,2,8,10,0,0,0,13,37,50,13,37,50,7,3,10,1,2,3,0,0,0,0,Permanent,3,1,2,1,1,Borehole,150,1,,0,,1,1,1,0,1,1,,1,,,,
87,1528,MPHATSO CBCC,,,CG,999003758,Somba,Blantyre,,30502020,J. Manyumba,05-Jun-13,,Somola,Somba,Lirangwe,-15.520157,35.026719,717390,8283111,,Tikondane,1,4,5,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,30,30,60,15,12,27,0,0,0,1,3,4,0,0,0,0,Permanent,1,1,1,1,1,Borehole,100,1,,0,,1,0,0,0,1,0.5,,,,,,
87,1526,MLAMBE CBCC,,,CG,995917579,Somba,Blantyre,,30502018,J. Manyumba,05-Jun-13,,Makina,Lundu,Lirangwe,-15.506956,35.04307,719159,8284556,,Tikondane,0,5,5,0,4,4,0,1,1,0,0,0,6,4,10,0,0,0,15,20,35,10,10,20,5,10,15,1,3,4,0,0,0,0,Permanent,1,1,2,1,1,Borehole,20,1,,0,,1,1,1,0,1,4,,5,,,,
