organisation_id,survey_data_id,ecd_name,center_type_name,center_active,name_of_contact_person,phone_number_contact_person,group_village_head,district,ecd_code,cbcc_code,name_data_collector,date_data_collection,parliamentary_constituency,village,traditional_authority,name_nearest_town_trading_center,latitude,longitude,global_positioning_system_eastings,global_positioning_system_northings,non_governmental_organisation_supporting_ecd,community_based_organisation_supporting_ecd,caregivers_male,caregivers_female,caregivers_total,trained_caregivers_male,trained_caregivers_female,trained_caregivers_total,untrained_caregivers_male,untrained_caregivers_female,untrained_caregivers_total,dropped_care_givers_3_years_male,dropped_care_givers_3_years_female,dropped_care_givers_3_years_total,parent_committee_members_male,parent_committee_members_female,parent_committee_members_total,dropped_trained_caregivers_3_years_male,dropped_trained_caregivers_3_years_female,dropped_trained_caregivers_3_years_total,registered_male,registered_female,registered_total,attendance_visit_day_male,attendance_visit_day_female,attendance_visit_day_total,transition_primary_school_male,transition_primary_school_female,transition_primary_school_total,orphan_male,orphan_female,orphan_total,special_needs_male,special_needs_female,special_needs_total,ecd_structure,structure_type_name,class_room_number,has_toilet,toilet_number,toilet_child_friendly,has_water_supply,water_source_type_name,distance_to_water_source_meters,has_garden,garden_size_acres,irrigable_dimba_land,irrigable_dimba_land_size_acres,has_feeding_program,has_kitchen,has_store_room,has_outdoor_materials,has_eating_utensils,distance_nearest_health_primary_school,primary_school_name,distance_nearest_health_facility_kilometers,health_facility_name,observation,logs,ta
87,1619,VAMAC PVT,,,CG,888760264,Magasa,Blantyre,,30533058,Madalena Kachikowa,20-Sep-13,,Mbayani,Blantyre City,Ndalama,-15.767765,35.012364,715590,8255723,,,0,2,2,0,1,1,0,1,1,0,2,2,0,0,0,1,0,1,12,13,25,11,13,24,4,6,10,0,0,0,1,1,2,0,Semi Permanent,2,1,1,1,1,Tap,50,0,,0,,0,0,0,1,0,1,,1.4,,The structure is 0t in good condition,Michiru Ward,
87,1500,TOP PVT,,,CG,0999463286/0888600575,Magasa,Blantyre,,30539037,Madalena Kachikawa,01-Oct-13,,Mbayani,Blantyre City,Ga0i Market,-15.767183,35.009596,715294,8255791,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,5,15,9,5,14,5,3,8,0,0,0,0,0,0,0,Temporary,1,1,1,0,1,Tap,300,0,,0,,0,0,0,0,1,1.2,,2,,,Nyambadwe Ward,
87,1087,THANDIWE PVT,,,CG,881963167,Magasa,Blantyre,,30542013,Madalena Kachikowa,07-Oct-13,,Magasa,Blantyre City,Mbayani,-15.788804,35.004774,714755,8253403,,,0,1,1,0,0,0,0,1,1,0,1,1,1,4,5,0,5,5,7,18,25,4,17,21,9,4,13,2,3,5,0,0,0,0,Permanent,1,1,3,1,1,Tap,200,0,,0,,1,1,1,0,0,0.75,,2,,,Likhubula Ward,
87,1590,TAPIWA NURSERY PVT,,,CG,0999283775/0881342788,Magasa,Blantyre,,30533029,Maddana Kachikawa,11-Oct-13,,Mwachande,Blantyre City,Chlimba Market,-15.746144,35.021394,716581,8258107,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,22,17,39,10,12,22,5,7,12,9,6,15,0,0,0,0,Temporary,1,1,2,1,1,Tap,100,0,,0,,0,0,0,0,1,1,,0.75,,,Blantyre Central Ward,
87,1610,TADALA PVT,,,CG,994444834,Magasa,Blantyre,,30533049,Madalena Kachikowa,30-Sep-13,,Mbayani,Blantyre City,Ga0i,-15.764467,35.010664,715412,8256090,,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30,11,12,23,8,0,8,0,0,0,0,0,0,0,Temporary,1,1,1,0,1,Tap,300,0,,0,,0,1,0,1,1,1.8,,2.3,,The structure is 0t in good condition,Michiru Ward,
87,1178,TADALA CENTRE CBCC,,,CG,,Magasa,Blantyre,,30501016,Gift Ayami,20-Nov-13,,Suya,Blantyre City,Chilimba,-15.841661,35.01134,715402,8247546,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,20,15,35,10,10,20,0,0,0,0,0,0,0,0,0,0,Temporary,1,0,,0,1,Tap,5,0,,0,,0,0,0,0,0,1,,1,,,Nyambadwe Ward,
87,1490,SPRINGS OF WISDOM PVT,,,CG,888454935,Magasa,Blantyre,,30539027,Madalena Kachikopa,10-Oct-13,,Mussa Magasa,Machinjiri,Chemusa Market,-15.766838,34.998835,714142,8255840,,,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,0,0,0,1,4,5,0,0,0,0,0,0,0,Permanent,1,1,2,1,1,Tap,100,0,,0,,1,1,1,0,0,2,,4,,,,
87,1494,SMART KIDS PVT,,,CG,994064799,Magasa,Blantyre,,30539031,Madalena Kachikowa,07-Oct-13,,Magasa,Blantyre City,Mbayani Market,-15.776259,35.007137,715021,8254789,,,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,25,15,40,0,0,0,0,0,0,5,4,9,0,0,0,0,Temporary,1,1,1,0,1,Tap,150,0,,0,,0,1,1,1,1,1.5,,2.5,,Toilet 0t in good condition,Likhubula Ward,
87,1467,SINJ0X PVT,,,Alfred Perenje,999288645,Magasa,Blantyre,,30539004,Madalena Kachikopa,26-Sep-13,,Magasa,Blantyre City,Anyamata Market,-15.766091,35.004173,714714,8255917,,,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,25,35,60,23,17,40,27,31,58,4,2,6,0,0,0,0,Permanent,1,1,2,1,1,Tap,100,0,,0,,0,0,0,1,1,1.5,,0.2,,Too Much over crowede,Likhubula Ward,
87,1506,SAMALA PVT,,,Gloria Mussa,881865839,Magasa,Blantyre,,30539043,Madalena Fatch,01-Oct-13,,Kabula,Blantyre City,Machinjiri,-15.757279,35.009387,715282,8256887,,,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,9,12,21,6,8,14,0,0,0,2,3,5,0,0,0,0,Permanent,1,1,2,1,1,Tap,100,0,,0,,0,0,0,1,0,,,,,,Likhubula Ward,
87,1612,PROVISION PVT,,,CG,884456877,Magasa,Blantyre,,30533051,Madalena Kachikowa,26-Sep-13,,Mbayani,Blantyre City,Mbayani Market,-15.767322,35.011846,715535,8255773,,,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,0,0,40,46,86,43,43,86,34,41,75,3,6,9,1,0,1,0,Semi Permanent,3,1,2,1,1,Tap,100,0,,0,,1,0,0,0,1,,,,,,Likhubula Ward,
87,1471,PIMS PVT,,,CG,991549090,Magasa,Blantyre,,30539008,Madalena Kachikowa,20-Sep-13,,Mbayani,Blantyre City,Mbayani,-15.770653,35.009559,715287,8255407,,,1,2,3,0,0,0,1,2,3,0,2,2,0,0,0,0,0,0,17,25,42,16,22,38,2,2,4,0,0,0,0,0,0,0,Temporary,1,1,1,0,1,Tap,100,0,,0,,0,0,0,1,1,0.3,,1.6,,,Nyambadwe Ward,
87,1488,NYIKA PVT,,,CG,999918052,Magasa,Blantyre,,30539025,Madalena Kachikowa,10-Oct-13,,Magasa,Blantyre City,Chemusa Market,-15.770109,34.998912,714146,8255478,,,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35,15,20,35,17,18,35,0,0,0,0,0,0,0,Permanent,2,1,6,1,1,Tap,100,0,,0,,1,1,1,1,0,1.5,,2,,,Likhubula Ward,
87,1191,MY FUTURE NURSERY,,,CG,995223742,Magasa,Blantyre,,30501029,Madalena Kachikowa,18-Nov-13,,Mbayani,Blantyre City,Near railway,-15.840619,35.009813,715240,8247663,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,16,24,6,13,19,3,4,7,0,0,0,0,0,0,0,Temporary,1,1,2,1,1,Tap,250,0,,0,,0,1,1,0,1,1,,1.8,,,Likhubula Ward,
87,1505,MWANGA PVT,,,CG,888338499,Magasa,Blantyre,,30539042,Madalena Kachikowa,01-Oct-13,,Mbayani,Machinjiri,Nsika Wanjala Kwa Magochi,-15.759481,35.008576,715193,8256644,,,0,2,2,0,2,2,0,0,0,0,0,0,4,6,10,0,0,0,20,40,60,14,28,42,11,17,28,0,3,3,0,0,0,0,Permanent,2,1,1,1,1,Tap,100,0,,0,,0,0,0,1,1,2.5,,2,,,,
87,1497,MPHATSO PVT,,,CG,9999270442,Magasa,Blantyre,,30539034,Madalena Kachikowa,07-Oct-13,,Kabula,Blantyre City,Kabula,-15.773322,34.999286,714183,8255122,,,0,3,3,0,2,2,0,1,1,0,2,2,6,4,10,0,1,1,15,25,40,15,23,38,7,20,27,5,6,11,0,1,1,0,Permanent,2,1,2,1,1,Tap,100,0,,0,,1,1,1,1,0,5,,7,,The rooms are too small,Likhubula Ward,
87,1579,MALAFRIQUE PVT,,,CG,888560315,Magasa,Blantyre,,30533018,Gift Ayami,24-Oct-13,,Mwachande,Blantyre City,Kameza Roundabout,-15.723912,35.015655,715990,8260573,,,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,20,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,Permanent,1,1,2,1,1,Tap,10,0,,0,,0,0,0,1,0,2,,2,,,Likhubula Ward,
87,1507,LISSA PVT,,,CG,999429239,Magasa,Blantyre,,30539044,Madalena Kachikowa,01-Oct-13,,Magasa,Blantyre City,Nsika Wanjala At 4ways,-15.760099,35.008311,715164,8256576,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,63,21,24,45,17,7,24,0,0,0,0,0,0,0,Permanent,1,1,2,1,1,Tap,200,0,,0,,0,0,0,1,1,2.5,,1.8,,One Care giver,Michiru Ward,
87,1466,KWERA PVT,,,Teleza Madeya,998975465,Magasa,Blantyre,,30539003,Madalena,26-Sep-13,,Magasa,Blantyre City,Anyamata Area,-15.766128,35.004257,714723,8255913,,,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,19,11,30,0,0,0,1,0,1,0,0,0,0,1,1,0,Temporary,1,1,1,0,1,Tap,100,0,,0,,0,0,0,0,0,,,,,,Likhubula Ward,
87,1609,KIDDAH GARDEN PVT,,,Zione Kanjere,882712901,Magasa,Blantyre,,30533048,Madalena Kachikowa,30-Sep-13,,Mbayani,Blantyre City,Ga0i Market,-15.7649,35.010647,715409,8256042,,,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,14,21,35,13,19,32,7,5,12,0,0,0,0,0,0,0,Permanent,1,1,1,1,1,Tap,200,0,,0,,0,0,0,1,1,1.5,,2.2,,The Structure has 0 windows,Likhubula Ward,
87,1407,KACHIYE CBCC,,,CG,995273449,Magasa,Blantyre,,30506136,Madalena Kachikowa,09-Sep-13,,Magasa,Blantyre City,Chemusa,-15.652027,34.972943,711485,8268572,,,0,1,1,0,0,0,0,0,0,0,1,1,2,8,10,0,0,0,19,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,Temporary,2,0,,0,1,Borehole,200,0,,0,,1,0,0,0,0,2.5,,3,,,Nyambadwe Ward,
87,1465,HOMELAND PVT,,,Mrs Nyondo,882233099,Magasa,Blantyre,,30539002,M Kachikowa,26-Sep-13,,Mbayani,Machinjiri,Mbayani,-15.770401,35.005877,714892,8255438,,,0,2,2,0,1,1,0,1,1,0,3,3,0,0,0,0,0,0,32,28,60,26,14,40,34,32,66,3,2,5,2,0,2,0,Permanent,1,1,2,1,1,Tap,100,0,,0,,1,1,1,0,1,,,,,,,
87,1502,HOLY ANGELS PVT,,,Chachaza,999553303,Magasa,Blantyre,,30539039,Mdalena Kachikowa,01-Oct-13,,Mbayani,Blantyre City,Nsika Wa njala,-15.760531,35.005819,714897,8256531,,,1,3,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,14,36,50,14,22,36,4,3,7,4,2,6,0,0,0,0,Temporary,2,1,2,1,1,Tap,200,0,,0,,0,1,1,1,1,3,,1,,,Likhubula Ward,
87,1608,GRORY TO GOD PVT,,,Rose Malizani,991453536,Magasa,Blantyre,,30533047,M. Kachikowa,30-Sep-13,,Mbayani,Blantyre City,Mateme area,-15.763214,35.012469,715607,8256227,,,0,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,14,13,27,11,13,24,4,4,8,0,0,0,0,0,0,0,Temporary,1,1,1,0,1,Tap,200,0,,0,,0,0,0,1,0,1.5,,1.5,,The toilets are 0t good,Likhubula Ward,
87,1470,GROLY PVT,,,Stella Jumbe,888730187,Magasa,Blantyre,,30539007,M. Kachikowa,26-Sep-13,,Magasa,Blantyre City,M'bawa,-15.762303,35.005533,714864,8256335,,,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,17,13,30,17,13,30,4,2,6,0,0,0,1,1,2,0,Temporary,1,1,1,1,1,Tap,250,0,,0,,0,0,0,0,0,1.8,,1,,,Nyambadwe Ward,
87,1472,GRACE PVT,,,CG,999969621,Magasa,Blantyre,,30539009,Madalena Kachikowa,20-Sep-13,,Mbayani,Blantyre City,Mbayani Market,-15.772502,35.007894,715106,8255204,,,0,3,3,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,18,40,58,15,35,50,3,6,9,0,0,0,0,0,0,0,Temporary,1,1,1,1,1,Tap,200,0,,0,,0,0,0,0,0,1.7,,1.6,,,Likhubula Ward,
87,1468,FATIMA PVT,,,CG,884164724,Magasa,Blantyre,,30539005,M. Kachikowa,26-Sep-13,,Mbayani,Blantyre City,Anyamata Market,-15.764407,35.005686,714878,8256102,,,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,20,20,40,19,20,39,15,20,35,0,0,0,1,0,1,0,Temporary,1,1,1,0,1,Tap,200,0,,0,,0,0,0,0,0,1.8,,0.25,,,Likhubula Ward,
87,1499,EMANUEL PVT,,,Bettie Nkhoma,888737885,Magasa,Blantyre,,30539036,Madalena Kachikowa,07-Oct-13,,Magasa,Blantyre City,Zikomo,-15.775567,35.000267,714286,8254872,,,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,15,20,35,0,0,0,1,7,8,8,5,13,1,0,1,0,Permanent,3,1,1,1,1,Tap,100,0,,0,,0,0,0,1,0,1.5,,2,,,Likhubula Ward,
87,1618,EKARI PVT,,,CG,881851219,Magasa,Blantyre,,30533057,Madalena,20-Sep-13,,Mbayani,Blantyre City,Ndalama,-15.767142,35.012655,715622,8255792,,,0,2,2,0,1,1,0,1,1,0,2,2,0,0,0,0,1,1,12,14,26,10,12,22,3,2,5,0,0,0,0,0,0,0,Temporary,1,1,1,0,1,Tap,100,0,,0,,0,0,0,0,0,,,,,The place is 0t in good condotion for children,Likhubula Ward,
87,1495,DEPER LIFE CBCC,,,Mr Masingadi,999108238,Magasa,Blantyre,,30539032,Madalena Fatch,07-Oct-13,,Magasa,Blantyre City,Mbayani,-15.77713,35.005447,714839,8254694,,Faith Based,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,11,11,22,11,10,21,2,0,2,0,0,0,0,0,0,0,Permanent,1,1,4,1,1,Tap,100,0,,0,,1,1,1,1,1,2,,,,They do 0t have a kitchen but have feeding programme,Nyambadwe Ward,
87,1622,CHISOMO PVT,,,CG,884692154,Magasa,Blantyre,,30533061,Madalena Kachikowa,20-Sep-13,,Mbayani,Blantyre City,Ndalama,-15.768442,35.011919,715542,8255649,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11,12,23,10,12,22,16,21,37,2,1,3,0,0,0,0,Temporary,1,1,1,1,1,Tap,250,0,,0,,0,0,0,0,0,0.45,,1.6,,They DonçÀt Have Plat marterial,Likhubula Ward,
87,1138,CHIMEMBE 1 CBCC,,,CG,884313828,Magasa,Blantyre,,30555013,Gift Ayani,22-Oct-13,,Chilomoni,Blantyre City,Chilomoni,-15.765453,34.977382,711844,8256015,,,1,1,2,0,0,0,1,1,2,0,0,0,1,1,2,1,1,2,3,4,7,3,4,7,0,0,0,3,4,7,0,1,1,0,Temporary,1,1,1,0,1,Tap,10,0,,0,,1,1,1,0,1,1,,1,,,Nyambadwe Ward,
87,1607,CHIKONDI CBCC,,,CG,884357410,Magasa,Blantyre,,30533046,M. Kachikowa,30-Sep-13,,Mbayani,Blantyre City,Ga0i,-15.763105,35.012068,715564,8256239,FBO,,0,1,1,0,0,0,0,1,1,0,1,1,6,4,10,0,1,1,23,13,36,20,12,32,8,6,14,7,7,14,0,0,0,0,Permanent,4,1,2,1,1,Tap,100,0,,0,,1,1,1,1,1,0.8,,1.5,,,Chilomoni Ward,
87,1322,BRIGHT FOUNDATION PVT,,,CG,999118938,Magasa,Blantyre,,30506051,Madalena,20-Aug-13,,Mbayani,Blantyre City,Ga0 Market,-15.808251,34.982551,712353,8251273,,,2,4,6,2,3,5,0,1,1,1,0,1,8,6,14,0,0,0,55,50,105,52,48,100,28,25,53,2,0,2,0,0,0,0,Permanent,3,1,5,1,1,Tap,100,0,,0,,0,1,1,1,1,1.5,,2,,,Nyambadwe Ward,
87,1480,BLUE BUBBLES PVT,,,CG,888875226,Magasa,Blantyre,,30539017,Madalena Kachikowa,11-Oct-13,,Mwachande,Machinjiri,Chirimba,-15.74564,35.016849,716095,8258167,,,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,14,11,25,14,16,30,1,1,2,0,0,0,0,Temporary,2,1,2,0,1,Tap,100,0,,0,,1,0,0,1,0,0.2,,0.2,,,,
87,1501,BIWI PVT,,,Lousa Ndombola,888366367,Magasa,Blantyre,,30539038,Madalena Kachikowa,01-Oct-13,,Magasa,Blantyre City,M'bawa,-15.767141,35.009222,715254,8255796,,,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,30,20,50,23,14,37,0,0,0,0,0,0,0,0,0,0,Temporary,1,1,2,1,1,Tap,230,0,,0,,0,1,1,1,1,2,,1.2,,,Likhubula Ward,
87,1487,BECAFE PVT,,,CG,995437307,Magasa,Blantyre,,30539024,Madalena Kachikowa,10-Oct-13,,Magasa,Blantyre City,Chemusa,-15.771576,35.002758,714557,8255311,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,15,10,25,5,4,9,0,0,0,0,Temporary,1,0,,0,0,,,0,,0,,0,0,0,1,0,0.1,,2,,,Likhubula Ward,
87,1621,ALINAFE PVT,,,Linly Eliya,,Magasa,Blantyre,,30533060,M. Kachikowa,20-Sep-13,,Mbayani,Blantyre City,Ndalama Ground,-15.768278,35.011955,715546,8255667,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,5,5,10,12,9,21,0,0,0,0,0,0,0,Temporary,1,1,1,0,0,,,0,,0,,0,0,0,0,0,0.45,,1.6,,,Likhubula Ward,
87,1475,ALFIRDOUS PVT,,,CG,997506151,Magasa,Blantyre,,30539012,Madalena Kachikowa,20-Sep-13,,Magasa,Blantyre City,Mbayani Market,-15.774027,35.007343,715046,8255035,Faith Based (Muslim,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11,10,21,10,10,20,0,0,0,2,4,6,0,0,0,0,Semi Permanent,1,1,2,1,1,Tap,200,0,,0,,0,0,0,1,0,0.3,,1.8,,,Nyambadwe Ward,
87,1650,TIKONDANE 1,,,CG,995388544,Malekwa,Blantyre,,30508005,J. Manyumba,30-May-13,,Chikunje,Blantyre City,Chazunda,-15.881664,34.98857,712921,8243142,,Khola,1,5,6,0,0,0,1,5,6,0,0,0,5,5,10,0,0,0,19,23,42,10,11,21,0,0,0,3,3,6,0,0,0,0,,,0,,0,1,Unprotected Well,400,1,0.5,0,,0,0,0,0,0,1.5,,4,,They are meeting under the tree,Likhubula Ward,
87,1663,TAYANJANA CBCC,,,CG,996964067,Malekwa,Blantyre,,30508018,J. Manyumba,29-May-13,,Nankumba,Somba,Chilobwe,-15.878563,34.995008,713614,8243479,Save The Children,Khola,1,4,5,0,0,0,1,4,5,0,1,1,4,6,10,0,0,0,13,20,33,10,11,21,3,2,5,2,3,5,1,0,1,0,,,0,,0,1,River,500,1,0.5,1,0.5,0,0,0,0,0,,,,,The CBCC has bricks,,
87,1660,NASIYAYA CBCC,,,CG,995604640,Malekwa,Blantyre,,30508015,J. Manyumba,29-May-13,,Nasiyaya,Somba,Chilobwe,-15.864405,35.007328,714949,8245033,,Khola,0,5,5,0,0,0,0,5,5,0,0,0,4,6,10,0,0,0,19,15,34,19,15,34,0,0,0,3,1,4,2,0,2,0,,,0,,0,1,Protected Well,300,0,,0,,0,0,0,0,0,0.5,,2,,The CBCC is at the chiefs residence,,
87,1662,MWAIWATHU CBCC,,,CG,999633830,Malekwa,Blantyre,,30508017,J. Manyumba,29-May-13,,Bakili,Somba,Chilobwe,-15.875206,34.996417,713768,8243849,Save The Children,Khola,1,4,5,0,2,2,1,2,3,0,0,0,2,8,10,0,0,0,27,33,60,15,19,34,5,8,13,2,3,5,0,0,0,0,Semi Permanent,1,1,2,1,1,Borehole,200,1,0.5,0,,1,0,0,0,1,1.5,,3.4,,,,
87,1665,CHISOMO 2 CBCC,,,CG,991910486,Malekwa,Blantyre,,30508020,J. Manyumba,29-May-13,,Malekwa,Somba,Chilobwe,-15.880064,35.004872,714669,8243303,Save The Children,Khola,0,3,3,0,0,0,0,3,3,1,1,2,2,8,10,0,0,0,17,11,28,7,5,12,2,3,5,3,4,7,0,0,0,0,,,0,,0,1,Unprotected Well,150,1,0.5,1,0.25,1,0,0,0,0,,,,,They meet under the tree,,
87,1661,MINGOLE CBCC,,,CG,888520212,Malekwe,Blantyre,,30508016,J. Manyumba,29-May-13,,Mingole,Somba,Chilobwe,-15.868238,35.007608,714975,8244609,,Khola,0,4,4,0,0,0,0,4,4,0,0,0,1,9,10,0,0,0,17,13,30,13,9,22,0,0,0,0,2,2,0,0,0,0,Temporary,1,0,,0,1,Borehole,200,0,,0,,1,0,0,0,0,1,,2,,,,
87,1236,CHISOMO CBCC,,,CG,996875571,Malunga,Blantyre,,30501074,Hastings Zakeyu,14-Jun-13,,Mwanzanga,Machinjiri,Kunzu,-15.683788,35.028736,717434,8265000,COPRED,Chilaweni,1,3,4,0,0,0,1,3,4,0,0,0,4,6,10,0,0,0,16,26,42,8,14,22,11,4,15,0,0,0,0,0,0,0,Temporary,1,0,,0,1,Borehole,100,0,,0,,0,0,0,0,0,1.5,,6,,Children Learn under the tree,,
87,1235,TIWASAMALE CBCC,,,CG,99913405,Manes Kapeni,Blantyre,,30501073,J. Manyumba,14-Jun-13,,Manja,Kapeni,Lunzu,-15.657073,35.041901,718874,8267943,,Tiwasamale,0,4,4,0,0,0,0,4,4,0,0,0,4,6,10,0,10,10,20,38,58,20,18,38,6,4,10,6,6,12,0,0,0,0,Permanent,1,1,2,1,1,Borehole,100,1,0.5,0,,1,0,0,1,0,0.5,,1,,,,
87,1552,TIWALELE CBCC,,,CG,881053192,Manes Kapeni,Blantyre,,30507008,J. Manyumba,15-Jun-13,,Manesi Kanyumba,Kapeni,Lunzu,-15.666343,35.042729,718953,8266917,,Tiwasamale,0,4,4,0,0,0,0,4,4,0,0,0,4,6,10,0,0,0,22,18,40,12,21,33,5,10,15,4,6,10,0,0,0,0,Temporary,1,0,,0,1,Borehole,30,0,,0,,0,0,0,0,0,1,,4,,,,
87,1200,MTENDERE CBCC,,,CG,997643250,Manes Kapeni,Blantyre,,30501038,J. Manyumba,18-Jun-13,,Chavuta,Kapeni,Lunzu,-15.635412,35.055026,720305,8270327,Sister Annah Foundation,Tiwasamale,0,3,3,0,0,0,0,3,3,0,0,0,2,8,10,0,0,0,17,28,45,12,20,32,4,2,6,4,8,12,1,0,1,0,Permanent,1,1,2,0,1,Borehole,400,1,0.5,0,,1,1,1,0,1,0.5,,7,,,,
87,1551,MACHEKA CBCC,,,CG,992046628,Manes Kapeni,Blantyre,,30507007,,15-Jun-13,,Kaning'a,Kapeni,Lunzu,-15.6684,35.051465,719888,8266680,Sister Annah Foundation,Tiwasamale,2,2,4,0,0,0,2,2,4,0,0,0,6,4,10,0,0,0,50,18,68,26,15,41,9,5,14,6,5,11,1,0,1,0,Temporary,1,0,,0,1,Borehole,200,0,,0,,0,0,0,0,0,2,,4,,,,
87,1204,CHISOMO CBCC,,,CG,881140938,Masambuzi,Blantyre,,30501042,J. Manyumba,17-Jun-13,,Lafu,Kapeni,Lunzu,-15.576898,35.061785,721092,8276796,Sister Annah Foundation,Umodzi Craft Organization,0,2,2,0,0,0,0,2,2,0,0,0,3,7,10,0,0,0,22,32,54,10,24,34,4,6,10,0,0,0,0,0,0,0,Permanent,2,1,2,1,1,Borehole,500,0,,0,,1,1,1,0,1,1,,10,,,,
87,1078,VISION PVT SCHOOL,,,CG,999477257,Matenje,Blantyre,,30542004,George Phiri,21-Jan-14,,Chimupuke 1,Kapeni,Makhetha,-15.788828,35.004603,714737,8253400,,Angoni Lonjezo,1,3,4,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,25,15,40,18,12,30,5,3,8,0,0,0,0,0,0,0,Permanent,3,1,2,1,1,Tap,20,0,,0,,1,1,1,0,0,1,,0.05,,There is need to add toilet and the space for kidss is tool small,,
87,1564,VICTORY PVT SCHOOL,,,CG,99413164,Matenje,Blantyre,,30533003,George M. Phiri,28-May-14,,Madulira,Blantyre City,Mkwate,-15.774034,35.077443,722558,8254962,,,1,2,3,1,1,2,0,1,1,1,2,3,7,3,10,0,0,0,20,32,52,22,22,44,6,9,15,2,2,4,0,0,0,0,Permanent,4,1,2,1,1,Tap,5,0,,0,,0,0,0,0,0,1,,1,,The toilets are in bad condition. 0 play materials,Blantyre Central Ward,
87,1167,TIYAMIKE NURSERY SCHOOL,,,CG,888394340,Matenje,Blantyre,,30501005,George Phiri,25-Nov-13,,Madulira 2,Blantyre City,Khama,-15.837683,35.003954,714615,8247994,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,28,40,68,15,31,46,16,9,25,4,2,6,0,0,0,0,Permanent,1,1,1,0,1,Tap,6,0,,0,,1,0,0,1,1,1.6,,1.2,,There is 0 e0ugh place and outdoor material,Mapanga Ward,
87,1601,TENDR CARE PVT,,,CG,999465700,Matenje,Blantyre,,30533040,George Phiri,28-May-14,,Mkwate,Kapeni,Mkwate,-15.772661,35.078361,722658,8255113,,,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,5,0,2,2,2,1,3,0,0,0,0,0,0,0,Permanent,1,1,1,1,1,Tap,2,0,,0,,0,0,0,0,0,1,,1,,,,
87,1565,PENUEL PVT SCHOOLL,,,CG,0888301463/0882381457,Matenje,Blantyre,,30533004,George Phiri,28-May-14,,Madulira,Blantyre City,Mkwate,-15.774582,35.07702,722512,8254902,Bible Followship,,3,4,7,0,0,0,3,4,7,0,2,2,0,0,0,0,0,0,70,150,220,70,130,200,9,11,20,6,9,15,0,0,0,0,Permanent,4,1,4,1,1,Tap,4,0,,0,,0,0,0,1,1,1,,1.3,,0 out play material,Nkolokoti Ward,
87,1563,PASHAS PVT SCHOOL,,,CG,999777730,Matenje,Blantyre,,30533002,George Phiri,28-May-14,,Mkwate,Blantyre City,Khama,-15.778194,35.075,722292,8254504,,Pashas Vulnerable/Kanjere,4,1,5,0,0,0,4,1,5,2,3,5,2,4,6,0,0,0,52,48,100,0,48,48,18,20,38,6,4,10,0,2,2,0,Permanent,1,1,2,1,1,Tap,10,0,,0,,1,0,0,0,0,2,,1.5,,There is 0 play material and playing space is too small,Mapanga Ward,
